,Aggregated name,Species links,Catalogue of Fishes ID,Taxonomic standing,Eschmeyer accepted name 
1140,Labeo-parvus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2252,2252,Valid,Labeo parvus
1141,Labeo-pierrei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=56379,56379,Valid,Labeo pierrei
1142,Labeo-rohita,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2263,2263,Valid,Labeo rohita
1143,Labeo-rosae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2264,2264,Valid,Labeo rosae
1144,Labeo-rubromaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2267,2267,Valid,Labeo rubromaculatus
1145,Labeo-ruddi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2269,2269,Valid,Labeo ruddi
1146,Labeo-seeberi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2270,2270,Valid,Labeo seeberi
1147,Labeo-senegalensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3191,3191,Valid,Labeo senegalensis
1148,Labeo-umbratus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3142,3142,Valid,Labeo umbratus
1149,Labeo-victorianus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2287,2287,Valid,Labeo victorianus
1150,Labeobarbus-acutirostris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1633,1633,Valid,Labeobarbus acutirostris
1151,Labeobarbus-aeneus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1361,1361,Valid,Labeobarbus aeneus
1152,Labeobarbus-altianalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30924,30924,Valid,Labeobarbus altianalis
1153,Labeobarbus-bynni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1452,1452,Valid,Labeobarbus bynni
1154,Labeobarbus-johnstonii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1642,1642,Valid,Labeobarbus johnstonii
1155,Labeobarbus-kimberleyensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1662,1662,Valid,Labeobarbus kimberleyensis
1156,Labeobarbus-marequensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1711,1711,Valid,Labeobarbus marequensis
1157,Labeobarbus-megastoma,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65324,65324,Valid,Labeobarbus megastoma
1158,Labeobarbus-natalensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1772,1772,Valid,Labeobarbus natalensis
1159,Labeobarbus-nedgia,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1593,1593,Valid,Labeobarbus nedgia
1160,Labeobarbus-nelspruitensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2796,2796,Valid,Labeobarbus nelspruitensis
1161,Labeobarbus-polylepis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1854,1854,Valid,Labeobarbus polylepis
1162,Labeobarbus-pungweensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2800,2800,Valid,Labeobarbus pungweensis
1163,Labeobarbus-seeberi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1481,1481,Valid,Labeobarbus seeberi
1164,Labeobarbus-truttiformis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65326,65326,Valid,Labeobarbus truttiformis
1165,Labeobarbus-tsanensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65327,65327,Valid,Labeobarbus tsanensis
1166,Labiobarbus-leptocheilus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62261,62261,Valid,Labiobarbus leptocheilus
1167,Labiobarbus-lineatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28881,28881,Valid,Labiobarbus lineatus
1168,Labiobarbus-ocellatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3134,3134,Valid,Labiobarbus ocellatus
1169,Labiobarbus-siamensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28885,28885,Valid,Labiobarbus siamensis
1170,Lacustricola-katangae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13546,13546,Valid,Micropanchax katangae
1171,Lacustricola-myaposae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=32101,32101,Valid,Micropanchax myaposae
1172,Laemolyta-fernandezi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29841,29841,Valid,Laemolyta fernandezi
1173,Laemolyta-garmani,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53878,53878,Valid,Laemolyta garmani
1174,Laemolyta-orinocensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29835,29835,Valid,Laemolyta orinocensis
1175,Laemolyta-proxima,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29844,29844,Valid,Laemolyta proxima
1176,Laemolyta-taeniata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4223,4223,Valid,Laemolyta taeniata
1177,Laides-hexanema,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5619,5619,Valid,Laides hexanema
1178,Laides-longibarbis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53291,53291,Valid,Laides longibarbis
1179,Lamiopsis-temminckii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6871,6871,Valid,Lamiopsis temminckii
1180,Lampetra-aepyptera,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6500,6500,Valid,Lampetra aepyptera
1181,Lampetra-ayresii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6474,6474,Valid,Occidentis ayresii
1182,Lampetra-fluviatilis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6503,6503,Valid,Lampetra fluviatilis
1183,Lampetra-hubbsi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6449,6449,Valid,Occidentis hubbsi
1184,Lampetra-lanceolata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6458,6458,Valid,Lampetra lanceolata
1185,Lampetra-planeri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6523,6523,Valid,Lampetra planeri
1186,Lampetra-richardsoni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6465,6465,Synonym,Occidentis ayresii
1187,Laocypris-hispida,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=66012,66012,Valid,Laocypris hispida
1188,Larimichthys-crocea,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=36763,36763,Valid,Larimichthys crocea
1189,Lateolabrax-japonicus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20081,20081,Valid,Lateolabrax japonicus
1190,Lates-calcarifer,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15805,15805,Valid,Lates calcarifer
1191,Lates-niloticus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=40316,40316,Valid,Lates niloticus
1192,Laubuka-caeruleostigmata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=52888,52888,Valid,Laubuka caeruleostigmata
1193,Laubuka-lankensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=24931,24931,Valid,Laubuka lankensis
1194,Laubuka-laubuca,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3201,3201,Valid,Laubuka laubuca
1195,Lavinia-exilicauda,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3148,3148,Valid,Lavinia exilicauda
1196,Leiarius-longibarbis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5675,5675,Valid,Leiarius longibarbis
1197,Leiarius-marmoratus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59810,59810,Valid,Leiarius marmoratus
1198,Leiarius-pictus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53687,53687,Valid,Leiarius pictus
1199,Leiodon-cutcutia,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=23560,23560,Valid,Leiodon cutcutia
1200,Leiognathus-brevirostris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=35799,35799,Synonym,Photopectoralis bindus
1201,Leiognathus-equulus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19740,19740,Valid,Leiognathus equula
1202,Leiognathus-ruconius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15522,15522,Valid,Deveximentum ruconius
1203,Leiopotherapon-unicolor,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21653,21653,Valid,Leiopotherapon unicolor
1204,Leiostomus-xanthurus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19657,19657,Valid,Leiostomus xanthurus
1205,Lentipes-andamanicus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21704,21704,Valid,Lentipes andamanicus
1206,Lentipes-armatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9305,9305,Valid,Lentipes armatus
1207,Lentipes-caroline,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=72828,72828,Valid,Lentipes caroline
1208,Lentipes-concolor,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13403,13403,Valid,Lentipes concolor
1209,Lentipes-crittersius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65547,65547,Valid,Lentipes crittersius
1210,Lentipes-dimetrodon,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65548,65548,Valid,Lentipes dimetrodon
1211,Lentipes-kaaea,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=66952,66952,Valid,Lentipes kaaea
1212,Lentipes-rubrofasciatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59903,59903,Valid,Lentipes rubrofasciatus
1213,Lentipes-solomonensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70642,70642,Synonym,Lentipes kaaea
1214,Lentipes-venustus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=68994,68994,Valid,Lentipes venustus
1215,Lentipes-watsoni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=63973,63973,Valid,Lentipes watsoni
1216,Lentipes-whittenorum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62546,62546,Valid,Lentipes whittenorum
1217,Lepidocephalichthys-guntea,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=47792,47792,Valid,Lepidocephalichthys guntea
1218,Lepidomeda-mollispinis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2350,2350,Valid,Lepidomeda mollispinis
1219,Lepisosteus-oculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9823,9823,Valid,Lepisosteus oculatus
1220,Lepisosteus-osseus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9829,9829,Valid,Lepisosteus osseus
1221,Lepisosteus-platostomus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9869,9869,Valid,Lepisosteus platostomus
1222,Lepomis-cyanellus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19748,19748,Valid,Lepomis cyanellus
1223,Lepomis-gibbosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16099,16099,Valid,Lepomis gibbosus
1224,Lepomis-macrochirus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16102,16102,Valid,Lepomis macrochirus
1225,Lepomis-megalotis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16104,16104,Valid,Lepomis megalotis
1226,Leporinus-acutidens,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30153,30153,Valid,Leporinus acutidens
1227,Leporinus-affinis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30132,30132,Valid,Leporinus affinis
1228,Leporinus-agassizii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30133,30133,Valid,Leporinus agassizii
1229,Leporinus-altipinnis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30148,30148,Valid,Leporinus altipinnis
1230,Leporinus-amazonicus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70342,70342,Valid,Leporinus amazonicus
1231,Leporinus-aripuanaensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=61376,61376,Valid,Leporinus aripuanaensis
1232,Leporinus-bimaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30138,30138,Uncertain,Leporinus bimaculatus
1233,Leporinus-bleheri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65546,65546,Valid,Leporinus bleheri
1234,Leporinus-britskii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=72034,72034,Valid,Leporinus britskii
1235,Leporinus-brunneus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30139,30139,Valid,Leporinus brunneus
1236,Leporinus-cylindriformis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30145,30145,Valid,Leporinus cylindriformis
1237,Leporinus-desmotes,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4536,4536,Valid,Leporinus desmotes
1238,Leporinus-ecuadorensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=33139,33139,Valid,Leporinus ecuadorensis
1239,Leporinus-fasciatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30149,30149,Valid,Leporinus fasciatus
1240,Leporinus-friderici,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3798,3798,Valid,Leporinus friderici
1241,Leporinus-geminis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70848,70848,Valid,Leporinus geminis
1242,Leporinus-gomesi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58424,58424,Valid,Hypomasticus gomesi
1243,Leporinus-granti,---,---,---,Leporinus-granti
1244,Leporinus-jamesi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30158,30158,Valid,Leporinus jamesi
1245,Leporinus-klausewitzi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=24930,24930,Valid,Leporinus klausewitzi
1246,Leporinus-lacustris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30159,30159,Valid,Leporinus lacustris
1247,Leporinus-maculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30163,30163,Valid,Leporinus maculatus
1248,Leporinus-melanostictus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30167,30167,Valid,Hypomasticus melanostictus
1249,Leporinus-octofasciatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30181,30181,Valid,Leporinus octofasciatus
1250,Leporinus-octomaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=61687,61687,Valid,Leporinus octomaculatus
1251,Leporinus-parae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30182,30182,Valid,Leporinus parae
1252,Leporinus-striatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30196,30196,Valid,Brevidens striatus
1253,Leporinus-subniger,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30198,30198,Valid,Leporinus subniger
1254,Leporinus-trimaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=61375,61375,Valid,Leporinus trimaculatus
1255,Leporinus-unitaeniatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70847,70847,Valid,Leporinus unitaeniatus
1256,Leporinus-venerei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70170,70170,Valid,Leporinus venerei
